"ENTREZID","SYMBOL","distanceToTSS","annotation","fold_change"
"101927219","HNF4A-AS1",13664,"Intron (ENST00000316673.9/3172, intron 1 of 9)",-0.830642063409347
"100130301","C8orf89",56288,"Distal Intergenic",-0.830677008942281
"1564","CYP2D7",-22742,"Intron (ENST00000677622.1/6942, intron 3 of 5)",-0.830721029183831
"159296","NKX2-3",0,"Promoter (<=1kb)",-0.830776243158694
"10486","CAP2",37880,"Intron (ENST00000229922.7/10486, intron 3 of 12)",-0.830801712487467
"9821","RB1CC1",-18546,"Distal Intergenic",-0.830848349199885
"55","ACP3",28789,"Distal Intergenic",-0.830865963717538
"134145","ATPSCKMT",387,"Promoter (<=1kb)",-0.830887203601511
"10891","PPARGC1A",-201441,"Distal Intergenic",-0.830954321059129
"11167","FSTL1",-5721,"Intron (ENST00000494869.2/100130701, intron 4 of 4)",-0.831083996546657
"100507534","LINC02192",-17844,"Intron (ENST00000569726.1/101927132, intron 4 of 5)",-0.831159088065836
"85463","ZC3H12C",13005,"Intron (ENST00000278590.8/85463, intron 2 of 5)",-0.831242147421733
"29101","SSU72",-8171,"Distal Intergenic",-0.831258688558613
"105371600","LOC105371600",2503,"Promoter (2-3kb)",-0.831324460484979
"27347","STK39",57035,"Intron (ENST00000355999.5/27347, intron 1 of 17)",-0.831376242584224
"440","ASNS",16296,"Intron (ENST00000641390.1/107986827, intron 4 of 17)",-0.831471242597086
"100126302","MIR450B",2523,"Promoter (2-3kb)",-0.831503107260277
"105371786","LINC02594",17520,"Intron (ENST00000593169.2/105371786, intron 2 of 2)",-0.831504773564096
"283867","LINC00922",-48962,"Intron (ENST00000562656.1/124903780, intron 4 of 4)",-0.831535609012673
"441328","FAM90A10",-3462,"Distal Intergenic",-0.831614976324503
"23108","RAP1GAP2",-10604,"Exon (ENST00000637138.1/23108, exon 10 of 26)",-0.83164028426114
"4837","NNMT",2248,"Promoter (2-3kb)",-0.831709157861609
"5914","RARA",-2268,"Promoter (2-3kb)",-0.83176385712649
"5048","PAFAH1B1",2197,"Promoter (2-3kb)",-0.831781446030337
"124900196","LOC124900196",-135952,"Intron (ENST00000636863.1/23548, intron 3 of 3)",-0.831806859210442
"128414","NKAIN4",3099,"Intron (ENST00000370307.6/128414, intron 1 of 6)",-0.831851556339146
"6876","TAGLN",171,"Promoter (<=1kb)",-0.831900408341044
"124902286","LOC124902286",-41365,"Exon (ENST00000701832.1/ENST00000701832.1, exon 1 of 1)",-0.832037976952114
"9957","HS3ST1",-51076,"Distal Intergenic",-0.832126276464372
"50617","ATP6V0A4",-1054,"Promoter (1-2kb)",-0.832152323388433
"148741","ANKRD35",8992,"Exon (ENST00000544626.2/148741, exon 3 of 12)",-0.832219644525927
"23474","ETHE1",214,"Promoter (<=1kb)",-0.832301360163954
"4194","MDM4",-3950,"Intron (ENST00000367183.7/4194, intron 1 of 2)",-0.832437581864485
"55107","ANO1",-5466,"Intron (ENST00000531349.6/55107, intron 3 of 27)",-0.832537502868407
"817","CAMK2D",-29118,"Intron (ENST00000683023.1/817, intron 3 of 19)",-0.832542845018681
"4681","NBL1",7652,"3' UTR",-0.832609394858008
"54469","ZFAND6",11784,"Intron (ENST00000613266.4/54469, intron 2 of 6)",-0.83261161164763
"91156","IGFN1",16807,"Distal Intergenic",-0.832676244979198
"2941","GSTA4",0,"Promoter (<=1kb)",-0.832775438755899
"8623","ASMTL",-11782,"Exon (ENST00000381297.10/286530, exon 2 of 2)",-0.832954628669985
"124925","SEZ6",-43,"Promoter (<=1kb)",-0.832965916457769
"3371","TNC",12058,"Intron (ENST00000648852.1/124902255, intron 3 of 5)",-0.832984291989413
"105378531","LINC02641",18146,"Intron (ENST00000448347.5/105378531, intron 3 of 4)",-0.833001381673468
"5091","PC",-11265,"Intron (ENST00000529047.6/5091, intron 3 of 22)",-0.833003222906365
"101928118","RWDD3-DT",33666,"Intron (ENST00000604534.5/100527978, intron 6 of 7)",-0.833067689826747
"28992","MACROD1",-16342,"Intron (ENST00000255681.7/28992, intron 3 of 10)",-0.833074000145318
"646","BNC1",-36121,"Intron (ENST00000565495.1/ENST00000565495.1, intron 1 of 1)",-0.833074790607068
"105373893","LOC105373893",82246,"Intron (ENST00000432993.1/105373893, intron 1 of 3)",-0.833151031269788
"26230","TIAM2",-21655,"Intron (ENST00000461783.7/26230, intron 4 of 28)",-0.833164139912829
"90313","TP53I13",-8368,"Distal Intergenic",-0.833176922703611
"53335","BCL11A",-98532,"Distal Intergenic",-0.833217003755836
"124903718","LOC124903718",-57928,"Intron (ENST00000624829.4/101927957, intron 7 of 13)",-0.83326598582018
"222256","CDHR3",39635,"Intron (ENST00000470188.5/222256, intron 3 of 14)",-0.833275308646781
"10105","PPIF",-1156,"Promoter (1-2kb)",-0.833282856913798
"3777","KCNK3",-23266,"Distal Intergenic",-0.833301243068576
"9319","TRIP13",20902,"Distal Intergenic",-0.833304144983193
"23533","PIK3R5",-2943,"Promoter (2-3kb)",-0.833306946968231
"79667","KLF3-AS1",-13157,"Intron (ENST00000514033.1/51274, intron 1 of 3)",-0.833337683915568
"729582","DIRC3",31451,"Intron (ENST00000474063.5/729582, intron 7 of 11)",-0.83336670030336
"8396","PIP4K2B",421,"Promoter (<=1kb)",-0.833523021070783
"148867","SLC30A7",337,"Promoter (<=1kb)",-0.833564681706116
"9948","WDR1",-137361,"Distal Intergenic",-0.833574632108804
"50514","DELEC1",-15406,"Intron (ENST00000648852.1/124902255, intron 2 of 5)",-0.833596011231928
"100288866","NGFR-AS1",7065,"Intron (ENST00000514506.1/100288866, intron 1 of 2)",-0.833668782155154
"4661","MYT1",-19862,"Intron (ENST00000644172.2/4661, intron 1 of 2)",-0.833795013931532
"25992","SNED1",1881,"Promoter (1-2kb)",-0.83387256302358
"124900241","LOC124900241",-27341,"Intron (ENST00000420449.1/ENST00000420449.1, intron 1 of 3)",-0.833920856340434
"10286","BCAS2",6,"Promoter (<=1kb)",-0.833930112961597
"105369525","NECTIN1-AS1",-1040,"Promoter (1-2kb)",-0.833957133619348
"100500836","MIR3914-1",-106662,"Intron (ENST00000333538.10/64409, intron 3 of 10)",-0.834043195268196
"4498","MT1JP",173,"Promoter (<=1kb)",-0.834156785234237
"51167","CYB5R4",231,"Promoter (<=1kb)",-0.834285733018382
"284403","WDR62",0,"Promoter (<=1kb)",-0.834328701487953
"9498","SLC4A8",-1078,"Promoter (1-2kb)",-0.834348395882646
"4161","MC5R",1870,"Promoter (1-2kb)",-0.834364392848349
"51734","MSRB1",9249,"Distal Intergenic",-0.834379169825502
"79877","DCAKD",370,"Promoter (<=1kb)",-0.834394709801722
"2046","EPHA8",-20023,"Distal Intergenic",-0.834570372887701
"7905","REEP5",-9141,"Distal Intergenic",-0.834669359346458
"100873983","MAGI1-AS1",-99820,"Intron (ENST00000330909.12/9223, intron 1 of 24)",-0.834707933887948
"8976","WASL",850,"Promoter (<=1kb)",-0.834720695046004
"407022","MIR296",45918,"Intron (ENST00000416241.1/ENST00000416241.1, intron 5 of 13)",-0.834935877961456
"7707","ZNF148",-405,"Promoter (<=1kb)",-0.835047760698511
"2039","DMTN",1845,"Promoter (1-2kb)",-0.835066325503515
"219670","ENKUR",-18569,"Intron (ENST00000648191.1/101929025, intron 3 of 4)",-0.83510580500343
"1462","VCAN",-102877,"Distal Intergenic",-0.835309929513084
"128611","ZNF831",-5206,"Intron (ENST00000637017.1/128611, intron 2 of 7)",-0.835361744241803
"81031","SLC2A10",79644,"Distal Intergenic",-0.835472407703598
"104355286","LINC01307",-34441,"Distal Intergenic",-0.835481458005084
"100505566","LINC00578",-14719,"Intron (ENST00000442937.6/100505566, intron 2 of 3)",-0.8356151585924
"105375746","LINC02964",-4048,"Distal Intergenic",-0.835621336371865
"401585","LINC02595",26002,"Distal Intergenic",-0.835644152039702
"26034","IPCEF1",-12971,"Intron (ENST00000524150.2/4988, intron 2 of 2)",-0.835734341147422
"6776","STAT5A",-2171,"Promoter (2-3kb)",-0.835801270734534
"54834","GDAP2",65898,"Distal Intergenic",-0.835859256621224
"124903899","LOC124903899",-1325,"Promoter (1-2kb)",-0.835869665136376
"55107","ANO1",-33371,"Distal Intergenic",-0.835888444847557
"10938","EHD1",46,"Promoter (<=1kb)",-0.835912589782597
"684","BST2",1079,"Promoter (1-2kb)",-0.836012110164287
"64783","RBM15",-25645,"Intron (ENST00000449169.1/440600, intron 2 of 3)",-0.836115911357059
"84417","ECRG4",-9695,"Distal Intergenic",-0.836123120449186
"102724168","LINC02542",-78760,"Intron (ENST00000667666.1/102724168, intron 3 of 3)",-0.836128513852767
"23255","MTCL1",12562,"Intron (ENST00000306329.16/23255, intron 3 of 14)",-0.836134040018219
"116496","NIBAN1",3404,"Intron (ENST00000367511.4/116496, intron 4 of 13)",-0.8362717643306
"101929447","IATPR",-5381,"Distal Intergenic",-0.83637246782751
"3993","LLGL2",0,"Promoter (<=1kb)",-0.836390139824987
"9254","CACNA2D2",-20173,"Distal Intergenic",-0.836468241264046
"105373496","LOC105373496",2448,"Promoter (2-3kb)",-0.836477932451047
"101929295","LNCRNA-IUR",-2800,"Promoter (2-3kb)",-0.836495085781884
"7168","TPM1",27176,"Distal Intergenic",-0.836519282070181
"9965","FGF19",-23431,"Distal Intergenic",-0.83663378259796
"5023","P2RX1",-2538,"Promoter (2-3kb)",-0.836720956797341
"129080","EMID1",0,"Promoter (<=1kb)",-0.836740297744072
"6774","STAT3",-14090,"Intron (ENST00000264657.10/6774, intron 1 of 23)",-0.83679275905929
"107984402","LOC107984402",102957,"Distal Intergenic",-0.836850539653071
"81833","SPACA1",-139982,"Distal Intergenic",-0.836897246887091
"10010","TANK",-142564,"Distal Intergenic",-0.836944555092184
"6604","SMARCD3",-24220,"Distal Intergenic",-0.837100898769093
"56894","AGPAT3",58,"Promoter (<=1kb)",-0.837187743588613
"283385","MORN3",-6483,"Distal Intergenic",-0.837267347111098
"84284","NTPCR",295,"Promoter (<=1kb)",-0.837285501575799
"84319","CMSS1",-40541,"Intron (ENST00000452013.5/1295, intron 2 of 3)",-0.837302960332585
"27068","PPA2",-117,"Promoter (<=1kb)",-0.837328720585957
"51094","ADIPOR1",5080,"Intron (ENST00000340990.10/51094, intron 1 of 7)",-0.837330699959525
"9462","RASAL2",44797,"Intron (ENST00000367649.8/9462, intron 1 of 17)",-0.837369123319356
"5618","PRLR",16253,"Intron (ENST00000618457.5/5618, intron 1 of 9)",-0.837460872387826
"1635","DCTD",79787,"Distal Intergenic",-0.837532004542318
"55691","FRMD4A",47151,"Intron (ENST00000357447.7/55691, intron 2 of 24)",-0.83754448112024
"124904219","LOC124904219",37643,"Distal Intergenic",-0.837579391848503
"123355","LRRC28",782,"Promoter (<=1kb)",-0.837724395527504
"6916","TBXAS1",-36765,"Intron (ENST00000425687.5/6916, intron 6 of 14)",-0.837728669340877
"285097","LOC285097",14585,"Intron (ENST00000415434.5/101927289, intron 3 of 3)",-0.837730306301827
"3098","HK1",7380,"Intron (ENST00000436817.6/3098, intron 5 of 20)",-0.837877202877605
"4688","NCF2",-17789,"Distal Intergenic",-0.837882476256766
"63971","KIF13A",-47900,"Intron (ENST00000378814.9/63971, intron 4 of 37)",-0.83789843567409
"55844","PPP2R2D",-1596,"Promoter (1-2kb)",-0.83792378830286
"259283","MDS2",-6574,"Intron (ENST00000477916.5/259283, intron 2 of 6)",-0.838023265694752
"101926925","LINC01358",-3606,"Intron (ENST00000634502.1/101926925, intron 3 of 13)",-0.8380307131625
"57529","RTL9",-5634,"Intron (ENST00000520821.6/57529, intron 1 of 3)",-0.838083881743177
"26747","NUFIP1",66740,"Distal Intergenic",-0.838131823869184
"7082","TJP1",30603,"Intron (ENST00000356107.11/7082, intron 2 of 28)",-0.838144503474958
"84952","CGNL1",18285,"Intron (ENST00000559194.1/84952, intron 2 of 2)",-0.838215395933164
"109286553","ARHGAP27P1-BPTFP1-KPNA2P3",-8717,"Intron (ENST00000578036.5/440456, intron 9 of 17)",-0.838224582412685
"5145","PDE6A",10158,"Distal Intergenic",-0.838234701467203
"5420","PODXL",-33465,"Distal Intergenic",-0.838361437512859
"100288123","LOC100288123",2787,"Promoter (2-3kb)",-0.838362005782499
"400620","LINC02092",-1829,"Promoter (1-2kb)",-0.838378051330034
"283464","GXYLT1",13176,"Intron (ENST00000398675.8/283464, intron 1 of 7)",-0.838388907695701
"26266","SLC13A4",-4704,"Intron (ENST00000509448.5/105375521, intron 3 of 3)",-0.838435920986316
"4308","TRPM1",-2131,"Promoter (2-3kb)",-0.838436105540849
"124900594","LOC124900594",213021,"Intron (ENST00000518180.1/23414, intron 2 of 4)",-0.838448595405733
"100499467","LINC00673",-3486,"Intron (ENST00000648631.1/100499467, intron 1 of 5)",-0.838449883195648
"100192378","ZFHX4-AS1",-1548,"Promoter (1-2kb)",-0.838483000074104
"642987","TMEM232",268762,"Distal Intergenic",-0.838485164966991
"157376","FER1L6-AS2",-30257,"Intron (ENST00000523703.1/101927588, intron 2 of 2)",-0.838572100491405
"6939","TCF15",-12273,"Distal Intergenic",-0.838626082727125
"102723165","LINC01169",18472,"Intron (ENST00000558797.1/102723165, intron 1 of 4)",-0.838628600695936
"9719","ADAMTSL2",2739,"Promoter (2-3kb)",-0.838629971716246
"201181","ZNF385C",-16018,"Intron (ENST00000692273.1/201181, intron 1 of 8)",-0.83863124400347
"100507527","LINC03103",23406,"Distal Intergenic",-0.838652633480641
"2185","PTK2B",328,"Promoter (<=1kb)",-0.838782652669731
"6453","ITSN1",-198,"Promoter (<=1kb)",-0.838846024292144
"101928231","CT69",7172,"Intron (ENST00000417483.5/101928231, intron 1 of 4)",-0.838871317792569
"129852","C2orf73",56734,"Distal Intergenic",-0.838877796829218
"4482","MSRA",-8139,"Intron (ENST00000317173.9/4482, intron 1 of 5)",-0.839040927482828
"9638","FEZ1",-1609,"Promoter (1-2kb)",-0.839100783321596
"90627","STARD13",-25150,"Intron (ENST00000628131.2/100874241, intron 2 of 5)",-0.839150057986772
"10603","SH2B2",-3967,"Exon (ENST00000437600.9/1523, exon 20 of 23)",-0.83920562745792
"729582","DIRC3",49067,"Intron (ENST00000676082.1/729582, intron 1 of 9)",-0.839247399627755
"129285","PPP1R21",69,"Promoter (<=1kb)",-0.839262636826456
"101927768","HDAC2-AS2",0,"Promoter (<=1kb)",-0.83930844995319
"199745","THAP8",7656,"Intron (ENST00000292894.2/199745, intron 1 of 3)",-0.839335591371514
"644649","APOOP5",368674,"Distal Intergenic",-0.839382365548244
"124904358","LOC124904358",-2062,"Promoter (2-3kb)",-0.839444552334152
"22981","NINL",-716,"Promoter (<=1kb)",-0.839454394768487
"6850","SYK",65523,"Intron (ENST00000375751.8/6850, intron 12 of 12)",-0.839480278322489
"5570","PKIB",-29264,"Intron (ENST00000615438.4/5570, intron 2 of 7)",-0.839489971380311
"102723475","LOC102723475",-98468,"Distal Intergenic",-0.839530553351381
"7015","TERT",3580,"Intron (ENST00000656021.1/7015, intron 2 of 16)",-0.839607024718368
"441024","MTHFD2L",6846,"Intron (ENST00000429519.5/441024, intron 9 of 9)",-0.839709210218789
"124903333","LOC124903333",19399,"Intron (ENST00000488612.5/5890, intron 11 of 11)",-0.839797400845872
"92565","FANK1",9358,"3' UTR",-0.839803810417972
"105374374","LINC02517",22653,"Distal Intergenic",-0.8398136266244
"5243","ABCB1",-4095,"Intron (ENST00000622132.5/5243, intron 25 of 27)",-0.839821039256157
"25886","POC1A",562,"Promoter (<=1kb)",-0.839873919766512
"110806294","LINC02258",31923,"Distal Intergenic",-0.839889216332822
"11054","OGFR",-2386,"Promoter (2-3kb)",-0.840086396325878
"8968","H3C7",252,"Promoter (<=1kb)",-0.840138846991883
"65249","ZSWIM4",338,"Promoter (<=1kb)",-0.840156098884044
"124904999","LOC124904999",-28648,"Distal Intergenic",-0.840170628790715
"101929614","LOC101929614",-102971,"Distal Intergenic",-0.840175606554908
"2897","GRIK1",476,"Promoter (<=1kb)",-0.840187559082124
"3590","IL11RA",-955,"Promoter (<=1kb)",-0.840217002427706
"84223","IQCG",1940,"Promoter (1-2kb)",-0.84037221488546
"80114","BICC1",30213,"Intron (ENST00000373886.8/80114, intron 2 of 20)",-0.840385073095844
"273","AMPH",69859,"Intron (ENST00000356264.7/273, intron 1 of 20)",-0.840411861951875
"255061","TAC4",-2491,"Promoter (2-3kb)",-0.840475871426838
"1080","CFTR",-27274,"Distal Intergenic",-0.840536449332028
"400954","EML6",4337,"Intron (ENST00000673912.1/400954, intron 24 of 42)",-0.8405855829802
"9401","RECQL4",387,"Promoter (<=1kb)",-0.840661262841711
"254102","EHBP1L1",-2172,"Promoter (2-3kb)",-0.8407314734042
"29894","CPSF1",554,"Promoter (<=1kb)",-0.840814069387048
"94274","PPP1R14A",-387,"Promoter (<=1kb)",-0.840817197641384
"64499","TPSB2",1548,"Promoter (1-2kb)",-0.840855405963939
"124909381","LOC124909381",-21248,"Intron (ENST00000474759.6/55799, intron 2 of 37)",-0.840868351325169
"57471","ERMN",0,"Promoter (<=1kb)",-0.840901280386189
"124901789","LOC124901789",-121553,"Distal Intergenic",-0.840908058075084
"26037","SIPA1L1",11145,"Intron (ENST00000381232.8/26037, intron 17 of 23)",-0.84091512371808
"140883","ZNF280B",48337,"Distal Intergenic",-0.841007175089109
"6723","SRM",-2972,"Promoter (2-3kb)",-0.841127091809269
"55653","BCAS4",-23108,"Distal Intergenic",-0.841213368815179
"102723724","LOC102723724",79363,"Intron (ENST00000684511.1/105378027, intron 7 of 8)",-0.841253998482477
"220359","TIGD3",768,"Promoter (<=1kb)",-0.841256517721719
"29117","BRD7",-6534,"Intron (ENST00000394688.8/29117, intron 9 of 16)",-0.841260617659475
"114791","TUBGCP5",505,"Promoter (<=1kb)",-0.841287248776549
"9636","ISG15",3729,"Intron (ENST00000624697.4/9636, intron 1 of 2)",-0.841329784912076
"221895","JAZF1",-21685,"Intron (ENST00000283928.10/221895, intron 1 of 4)",-0.841390072741133
"127138864","CAMTA1-AS3",4350,"Intron (ENST00000303635.12/23261, intron 3 of 22)",-0.841396465503212
"107985015","LOC107985015",78573,"Distal Intergenic",-0.841397322684144
"23037","PDZD2",-24358,"Intron (ENST00000438447.2/23037, intron 6 of 24)",-0.841416244219677
"868","CBLB",29702,"Intron (ENST00000394030.8/868, intron 3 of 18)",-0.841421020907929
"221785","ZSCAN25",-481,"Promoter (<=1kb)",-0.841426172182808
"2914","GRM4",-565,"Promoter (<=1kb)",-0.841445759313166
"5156","PDGFRA",-63417,"Intron (ENST00000507166.5/5156, intron 12 of 23)",-0.841493785759417
"54883","CWC25",0,"Promoter (<=1kb)",-0.841694305159846
"84873","ADGRG7",-18958,"Distal Intergenic",-0.841702306338615
"79733","E2F8",-6861,"Intron (ENST00000527978.1/105376580, intron 2 of 3)",-0.841872602011061
"105373401","LOC105373401",3862,"Intron (ENST00000648803.1/105373401, intron 3 of 7)",-0.841886721955383
"400624","LINC01973",-32803,"Distal Intergenic",-0.841906024735148
"283422","LINC01559",28532,"Distal Intergenic",-0.841952000200538
"105371508","LOC105371508",-67179,"Distal Intergenic",-0.841962992621901
"728","C5AR1",9427,"Intron (ENST00000594787.1/728, intron 3 of 3)",-0.842002635577148
"135886","TMEM270",25484,"Distal Intergenic",-0.842032759325871
"57089","ENTPD7",7528,"Intron (ENST00000370489.5/57089, intron 3 of 12)",-0.842045674116935
"53346","TM6SF1",1880,"Promoter (1-2kb)",-0.842081606300086
"10783","NEK6",-69138,"Distal Intergenic",-0.842139280635448
"5076","PAX2",-906,"Promoter (<=1kb)",-0.842142500907537
"10873","ME3",20001,"Intron (ENST00000524610.1/ENST00000524610.1, intron 2 of 2)",-0.842246078259615
"29993","PACSIN1",-7904,"Intron (ENST00000620693.4/29993, intron 1 of 9)",-0.842388792294094
"6616","SNAP25",25898,"Intron (ENST00000421143.6/100131208, intron 1 of 3)",-0.842397660669261
"55568","GALNT10",-752,"Promoter (<=1kb)",-0.842400961873957
"124903454","LOC124903454",0,"Promoter (<=1kb)",-0.842453059168741
"105377728","LINC01944",-12075,"Distal Intergenic",-0.8425612094137
"105371018","LINC02244",-35838,"Distal Intergenic",-0.842617616592245
"283638","CEP170B",-20019,"Exon (ENST00000556430.1/ENST00000556430.1, exon 1 of 1)",-0.842639851166526
"5636","PRPSAP2",4907,"Distal Intergenic",-0.842710449296053
"51168","MYO15A",-6372,"Exon (ENST00000647165.2/51168, exon 9 of 66)",-0.842740276532303
"107985463","LINC01641",-22654,"Distal Intergenic",-0.842839778569486
"3782","KCNN3",76072,"Intron (ENST00000271915.9/3782, intron 2 of 7)",-0.842986759911698
"284900","TTC28-AS1",31350,"3' UTR",-0.843046033688735
"64854","USP46",12095,"Intron (ENST00000441222.8/64854, intron 1 of 8)",-0.843050236452465
"91522","COL23A1",146476,"Intron (ENST00000679896.1/91522, intron 2 of 27)",-0.843124301887153
"100287072","LOC100287072",-21092,"Distal Intergenic",-0.843125443515687
"55763","EXOC1",-3136,"Intron (ENST00000381295.7/55763, intron 9 of 18)",-0.843157529755557
"100132116","ACTA2-AS1",2626,"Promoter (2-3kb)",-0.843197394116821
"4204","MECP2",-13876,"Intron (ENST00000303391.11/4204, intron 2 of 3)",-0.843240312665642
"100996702","LINC01356",0,"Promoter (<=1kb)",-0.843339719199343
"5081","PAX7",-54975,"Distal Intergenic",-0.843383406019926
"92736","OTOP2",1033,"Promoter (1-2kb)",-0.843404528604344
"105376762","KAZN-AS1",213261,"Intron (ENST00000636564.1/23254, intron 1 of 2)",-0.843411630162035
"57580","PREX1",-26836,"Intron (ENST00000371941.4/57580, intron 10 of 39)",-0.843501892834305
"105379301","LOC105379301",36571,"Intron (ENST00000660401.1/105379301, intron 2 of 3)",-0.84350977990619
"57139","RGL3",0,"Promoter (<=1kb)",-0.843562400586266
"79977","GRHL2",5539,"Intron (ENST00000646743.1/79977, intron 12 of 15)",-0.84357821274827
"105375519","LINC03060",18578,"Exon (ENST00000661597.1/105375519, exon 3 of 4)",-0.843588099494792
"401040","LINC02991",10228,"Distal Intergenic",-0.843596860706008
"4739","NEDD9",13437,"Intron (ENST00000500636.2/ENST00000500636.2, intron 3 of 4)",-0.843616390288558
"7168","TPM1",13217,"Distal Intergenic",-0.843637693119208
"4660","PPP1R12B",348,"Promoter (<=1kb)",-0.843638104023312
"4923","NTSR1",-4373,"Distal Intergenic",-0.843688686316792
"9686","VGLL4",3867,"Intron (ENST00000430365.7/9686, intron 1 of 4)",-0.843741630112982
"101927823","LOC101927823",-6480,"Distal Intergenic",-0.843741979996714
"339260","LOC339260",4488,"Intron (ENST00000439794.6/124900389, intron 2 of 3)",-0.843824488290463
"22927","HABP4",10803,"Intron (ENST00000474602.5/8555, intron 13 of 13)",-0.843946836277112
"5747","PTK2",-2598,"Promoter (2-3kb)",-0.844020142367485
"121601","ANO4",3877,"Intron (ENST00000644049.1/121601, intron 16 of 29)",-0.844033558817869
"51542","VPS54",-16806,"Distal Intergenic",-0.844084566042927
"9420","CYP7B1",41366,"Intron (ENST00000310193.4/9420, intron 1 of 5)",-0.844124310177251
"1915","EEF1A1",-53791,"Distal Intergenic",-0.844131734217599
"1356","CP",0,"Promoter (<=1kb)",-0.844131740717321
"57492","ARID1B",-4572,"Distal Intergenic",-0.844155500338952
"117178","SSX2IP",-51901,"Distal Intergenic",-0.844165165414354
"27124","INPP5J",319,"Promoter (<=1kb)",-0.844188122602753
"124904606","LOC124904606",6963,"Distal Intergenic",-0.844206900335128
"100128905","LINC01960",-19702,"Distal Intergenic",-0.844231044551993
"79895","ATP8B4",-4527,"Intron (ENST00000284509.11/79895, intron 3 of 27)",-0.844238253086018
"84440","RAB11FIP4",-6628,"Intron (ENST00000621161.5/84440, intron 3 of 14)",-0.844248824714991
"9862","MED24",-5275,"Intron (ENST00000394126.5/9862, intron 2 of 24)",-0.844262050164547
"3321","IGSF3",3233,"Intron (ENST00000369483.5/3321, intron 2 of 11)",-0.844295602807929
"135886","TMEM270",42812,"Distal Intergenic",-0.844301329468795
"9543","IGDCC3",11948,"Distal Intergenic",-0.844336742503973
"9064","MAP3K6",0,"Promoter (<=1kb)",-0.844338418406645
"101927149","LINC01471",53595,"Distal Intergenic",-0.844451452428819
"50617","ATP6V0A4",-2155,"Promoter (2-3kb)",-0.844458753261295
"5332","PLCB4",33971,"Intron (ENST00000378501.3/5332, intron 1 of 37)",-0.84450817376916
"1213","CLTC",4537,"3' UTR",-0.844536470869434
"6297","SALL2",2611,"Promoter (2-3kb)",-0.844536505555004
"375616","KCP",-59,"Promoter (<=1kb)",-0.844544282891068
"80308","FLAD1",0,"Promoter (<=1kb)",-0.844544330273759
"100507468","CT66",62649,"Distal Intergenic",-0.844624243936423
"3778","KCNMA1",100908,"Distal Intergenic",-0.844655082685626
"100130880","CREB3L2-AS1",146,"Promoter (<=1kb)",-0.84465541895167
"11155","LDB3",-9922,"Intron (ENST00000688001.1/11155, intron 7 of 12)",-0.844657767915567
"84275","SLC25A33",-44020,"Distal Intergenic",-0.844673086748211
"27242","TNFRSF21",128853,"Distal Intergenic",-0.844713132564403
"317","APAF1",-379,"Promoter (<=1kb)",-0.844826509336408
"200772","UICLM",3417,"Exon (ENST00000443866.2/728763, exon 19 of 32)",-0.844881351267866
"4061","LY6E",-4111,"Intron (ENST00000517833.3/100133669, intron 1 of 1)",-0.844988498232182
"11321","GPN1",-4931,"3' UTR",-0.845001233548466
"124907946","LOC124907946",-4396,"Intron (ENST00000676095.2/ENST00000676095.2, intron 2 of 8)",-0.845076709020756
"9497","SLC4A7",-37061,"Distal Intergenic",-0.845112949447523
"477","ATP1A2",-2395,"Promoter (2-3kb)",-0.845195878958585
"84900","RNFT2",-21991,"Intron (ENST00000392549.7/84900, intron 7 of 11)",-0.84520605809342
"1647","GADD45A",24986,"Intron (ENST00000370982.4/55970, intron 2 of 3)",-0.845231890490438
"56776","FMN2",-2242,"Promoter (2-3kb)",-0.845380559408588
"101928720","LINC01509",40698,"Distal Intergenic",-0.845429682831213
"5820","PVT1",9834,"Intron (ENST00000667305.1/5820, intron 2 of 8)",-0.845472818721485
"5979","RET",-27745,"Distal Intergenic",-0.845485958323211
"2137","EXTL3",-5328,"Intron (ENST00000522725.5/2137, intron 2 of 4)",-0.845576668164997
"105371899","LOC105371899",-22975,"Distal Intergenic",-0.845576668164997
"7399","USH2A",-40999,"Distal Intergenic",-0.845591264203381
"9750","RIPOR2",-141,"Promoter (<=1kb)",-0.845609586767455
"64598","MOSPD3",196,"Promoter (<=1kb)",-0.845618788646345
"1805","DPT",18944,"Intron (ENST00000367817.4/1805, intron 2 of 3)",-0.845697708952725
"5499","PPP1CA",574,"Promoter (<=1kb)",-0.84574713741692
"57674","RNF213",-5857,"Distal Intergenic",-0.845758373399662
"285386","TPRG1",21164,"Distal Intergenic",-0.845811757848557
"105374711","LOC105374711",-1041,"Promoter (1-2kb)",-0.845831279308086
"105369998","LOC105369998",713,"Promoter (<=1kb)",-0.845846290685322
"64866","CDCP1",-32052,"Distal Intergenic",-0.845854660742559
"93145","OLFM2",-26994,"Intron (ENST00000593091.2/93145, intron 1 of 5)",-0.845854991963432
"158046","NXNL2",-56420,"3' UTR",-0.845878782755653
"9419","CRIPT",26885,"Distal Intergenic",-0.845894930746714
"7022","TFAP2C",-1672,"Promoter (1-2kb)",-0.846097181562659
"4092","SMAD7",33081,"Distal Intergenic",-0.846128107429694
"100302146","MIR1302-5",4023,"Intron (ENST00000327979.8/140876, intron 6 of 21)",-0.846137817812228
"2118","ETV4",-30495,"Exon (ENST00000588996.1/ENST00000588996.1, exon 3 of 3)",-0.846166773722608
"116039","OSR2",0,"Promoter (<=1kb)",-0.846189351223798
"375033","PEAR1",-6603,"Distal Intergenic",-0.846237106892842
