Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
C3_R1	(1.0, 53.08568336629287)	(2.0, 14.362157348308969)	(3.0, 5.653199083621196)	(4.0, 3.1641892610226505)	(5.0, 2.0103058140291954)	(6.0, 1.4874252217105306)	(7.0, 1.1357339630729848)	(8.0, 0.9005261620228843)	(9.0, 0.7287400674415485)	('>10', 7.0293584367495905)	('>50', 1.6843544539918467)	('>100', 3.425329305135625)	('>500', 1.2694265215017506)	('>1k', 2.102592965920902)	('>5k', 0.5831238716945182)	('>10k+', 1.3778541574830312)
C3_R2	(1.0, 53.933350305707876)	(2.0, 14.170180400625885)	(3.0, 5.5511791378145245)	(4.0, 2.9708538310273265)	(5.0, 1.992788674873605)	(6.0, 1.4323483752608883)	(7.0, 1.1060689626642815)	(8.0, 0.9069242270426495)	(9.0, 0.741706508289713)	('>10', 6.801759660552863)	('>50', 1.7118804874705962)	('>100', 3.4256627833446767)	('>500', 1.271913862984982)	('>1k', 2.0338226772241392)	('>5k', 0.6014060936037128)	('>10k+', 1.348154011512489)
GFP1_L001_R1_001	(1.0, 50.635259324713985)	(2.0, 13.846640354609374)	(3.0, 5.718359747741088)	(4.0, 3.19732184752203)	(5.0, 2.0862984698038973)	(6.0, 1.5007474502780944)	(7.0, 1.1837894751168105)	(8.0, 0.9430484966846385)	(9.0, 0.8069707255290832)	('>10', 7.168002709014322)	('>50', 1.927718686529543)	('>100', 3.8874643685428714)	('>500', 1.5273095221212654)	('>1k', 2.802820373436046)	('>5k', 0.7795307067744492)	('>10k+', 1.9887177415824027)
GFP1_L001_R2_001	(1.0, 52.089461615674814)	(2.0, 13.664661700503148)	(3.0, 5.508592714088305)	(4.0, 3.0163778581758334)	(5.0, 1.9885266189120656)	(6.0, 1.4370155342818114)	(7.0, 1.115404349649836)	(8.0, 0.9031252842637871)	(9.0, 0.75628811827124)	('>10', 6.960779128039968)	('>50', 1.861412796464702)	('>100', 3.8532920478945827)	('>500', 1.4977800950543982)	('>1k', 2.6804002545742964)	('>5k', 0.7833976593308666)	('>10k+', 1.8834842248199608)
GFP1_R1	(1.0, 50.53246549882905)	(2.0, 13.915243724085242)	(3.0, 5.7705215682901185)	(4.0, 3.2185377055052324)	(5.0, 2.083650461157252)	(6.0, 1.5137529312743818)	(7.0, 1.177909899238047)	(8.0, 0.9417420379540655)	(9.0, 0.8074814980783533)	('>10', 7.19979918532611)	('>50', 1.92364252702389)	('>100', 3.901298814765021)	('>500', 1.5630636955984545)	('>1k', 2.759218304070348)	('>5k', 0.796856512318107)	('>10k+', 1.8948156364864122)
GFP1_R2	(1.0, 51.527424748034164)	(2.0, 13.834594356774266)	(3.0, 5.5776985668188805)	(4.0, 3.055896391509233)	(5.0, 2.0237312636551823)	(6.0, 1.4316784727603413)	(7.0, 1.140488525390972)	(8.0, 0.9096995602210827)	(9.0, 0.7621060904654834)	('>10', 7.03006240825014)	('>50', 1.887299326680281)	('>100', 3.914905840520432)	('>500', 1.5182110828783835)	('>1k', 2.688919406488949)	('>5k', 0.7809856408903219)	('>10k+', 1.9162983186618603)
GFP2_L001_R1_001	(1.0, 49.038572279330474)	(2.0, 13.89469142218208)	(3.0, 5.690186128470781)	(4.0, 3.181973581130324)	(5.0, 2.1000405135286258)	(6.0, 1.6131451670087789)	(7.0, 1.1519825292273749)	(8.0, 0.9808656594371588)	(9.0, 0.7276760531929212)	('>10', 7.300475728833127)	('>50', 1.8608397361936357)	('>100', 3.971869922354956)	('>500', 1.7747595920935955)	('>1k', 3.50371114719315)	('>5k', 1.171540431454776)	('>10k+', 2.0376701083681716)
GFP2_L001_R2_001	(1.0, 50.08672438392837)	(2.0, 13.742176970067069)	(3.0, 5.6187468230066795)	(4.0, 3.115744016959377)	(5.0, 2.0146724069429705)	(6.0, 1.511342979641172)	(7.0, 1.1090295937428951)	(8.0, 0.9643045901415268)	(9.0, 0.7736294258776509)	('>10', 7.279329371142518)	('>50', 1.7148984601632018)	('>100', 3.853184603325926)	('>500', 1.7157779446890251)	('>1k', 3.4602962849833947)	('>5k', 1.1237572685254467)	('>10k+', 1.9163848768628933)
GFP2_R1	(1.0, 49.06973994342795)	(2.0, 13.93310394897416)	(3.0, 5.7124386454718605)	(4.0, 3.1952652066989455)	(5.0, 2.0867600476167674)	(6.0, 1.6411929093432087)	(7.0, 1.1547252976086915)	(8.0, 0.9612357946495218)	(9.0, 0.7254885357491563)	('>10', 7.301879353387646)	('>50', 1.8789214466886774)	('>100', 3.9683040836882357)	('>500', 1.7636547588167664)	('>1k', 3.477588412076619)	('>5k', 1.168298518834832)	('>10k+', 1.9614030969669363)
GFP2_R2	(1.0, 49.63113530686289)	(2.0, 13.898510200451557)	(3.0, 5.661242753933433)	(4.0, 3.166806448790973)	(5.0, 2.0282092731384234)	(6.0, 1.515295680330117)	(7.0, 1.132933278858653)	(8.0, 0.9586878189529474)	(9.0, 0.794262438396308)	('>10', 7.3265407685208785)	('>50', 1.7263233980891042)	('>100', 3.880007421721168)	('>500', 1.7533839568510328)	('>1k', 3.4649743866883442)	('>5k', 1.1139386158300395)	('>10k+', 1.9477482525843037)
GFP3_L001_R1_001	(1.0, 54.684911679387724)	(2.0, 14.55953739503412)	(3.0, 5.6151670756471335)	(4.0, 2.882939191490258)	(5.0, 1.8214926319242015)	(6.0, 1.3075742977503169)	(7.0, 0.994913354435292)	(8.0, 0.7173895921754513)	(9.0, 0.6614233410014704)	('>10', 5.861188904229229)	('>50', 1.5918009942774192)	('>100', 3.512441683487021)	('>500', 1.4606528115699198)	('>1k', 2.4257469424921596)	('>5k', 0.7138673057073068)	('>10k+', 1.1889527993912532)
GFP3_L001_R2_001	(1.0, 55.97207942778356)	(2.0, 14.230460037093229)	(3.0, 5.463485701712177)	(4.0, 2.931058315696036)	(5.0, 1.7939857168267082)	(6.0, 1.2654082086802896)	(7.0, 0.9053222997874307)	(8.0, 0.7306455187474264)	(9.0, 0.6497776293116612)	('>10', 5.573090258371228)	('>50', 1.507163948040613)	('>100', 3.4024585484155483)	('>500', 1.4345246506565301)	('>1k', 2.359270534237565)	('>5k', 0.6808883156038786)	('>10k+', 1.1003808890362148)
GFP3_R1	(1.0, 54.63457772573616)	(2.0, 14.674230162089918)	(3.0, 5.585098025528255)	(4.0, 2.8897116098838356)	(5.0, 1.8354884536763643)	(6.0, 1.3100603646297968)	(7.0, 0.9878144922338347)	(8.0, 0.74624657134656)	(9.0, 0.649429938860936)	('>10', 5.871237513873953)	('>50', 1.5955082647752366)	('>100', 3.5160297915489207)	('>500', 1.4673360046488975)	('>1k', 2.4140596188560974)	('>5k', 0.6727868930214925)	('>10k+', 1.1503845692894576)
GFP3_R2	(1.0, 55.43009462363154)	(2.0, 14.420350429239814)	(3.0, 5.542440699141824)	(4.0, 2.970052823386504)	(5.0, 1.8095060179448472)	(6.0, 1.2596478453006221)	(7.0, 0.9312040792324533)	(8.0, 0.7453208871260767)	(9.0, 0.6626550441590159)	('>10', 5.642694602851948)	('>50', 1.5333648292177806)	('>100', 3.4410760117230454)	('>500', 1.4620072409511162)	('>1k', 2.367000040278292)	('>5k', 0.6913383082581792)	('>10k+', 1.091246517556948)
YAF1_L001_R1_001	(1.0, 48.833192970564596)	(2.0, 13.932557206669053)	(3.0, 5.8571287237332905)	(4.0, 3.2831829761693845)	(5.0, 2.140206196754533)	(6.0, 1.6880195344718998)	(7.0, 1.2936743719669612)	(8.0, 1.066929054393149)	(9.0, 0.8559083908493423)	('>10', 8.36278210415285)	('>50', 2.0272662098382943)	('>100', 3.7234763175815213)	('>500', 1.4754940855960434)	('>1k', 2.6277536984495042)	('>5k', 0.8113766451711807)	('>10k+', 2.0210515136384943)
YAF1_L001_R2_001	(1.0, 51.15373379178513)	(2.0, 13.177714705885796)	(3.0, 5.6982124327638495)	(4.0, 3.1748398436141483)	(5.0, 2.1780685641240036)	(6.0, 1.5695354676981192)	(7.0, 1.2109630222959797)	(8.0, 0.9162675664659161)	(9.0, 0.7993902192119597)	('>10', 7.827211530961893)	('>50', 2.08925288716359)	('>100', 3.535182814977523)	('>500', 1.4530731723709884)	('>1k', 2.546255886286981)	('>5k', 0.7701463101073225)	('>10k+', 1.9001517842867046)
YAF1_R1	(1.0, 48.76578262544139)	(2.0, 14.002026546946489)	(3.0, 5.856892862288766)	(4.0, 3.2841794805668343)	(5.0, 2.160709110957867)	(6.0, 1.6952141422012579)	(7.0, 1.2969872280655181)	(8.0, 1.0588392211799413)	(9.0, 0.8543709828564637)	('>10', 8.39075921923284)	('>50', 2.0379389600575633)	('>100', 3.7626106969228377)	('>500', 1.4665486190863162)	('>1k', 2.6032097767569704)	('>5k', 0.8183141765440339)	('>10k+', 1.9456163508948396)
YAF1_R2	(1.0, 50.43615983453438)	(2.0, 13.418417340276928)	(3.0, 5.79439412576553)	(4.0, 3.230689987430799)	(5.0, 2.190763397287059)	(6.0, 1.6245356175436079)	(7.0, 1.2162983202240014)	(8.0, 0.9304613579407683)	(9.0, 0.8222618523168823)	('>10', 7.90749713323413)	('>50', 2.1427239301680143)	('>100', 3.551685115513388)	('>500', 1.4403606896490206)	('>1k', 2.589255584173746)	('>5k', 0.7938555252132431)	('>10k+', 1.9106401887284057)
YAF2_L001_R1_001	(1.0, 50.61960669397892)	(2.0, 13.74264572873041)	(3.0, 5.804722166289822)	(4.0, 3.2443770068200912)	(5.0, 2.1695985372720923)	(6.0, 1.5840705139398452)	(7.0, 1.1790387119736392)	(8.0, 0.9407352153703872)	(9.0, 0.7815470450857686)	('>10', 7.550721496354101)	('>50', 1.8889437320447482)	('>100', 3.498839076301387)	('>500', 1.4310170209611615)	('>1k', 2.7859279909750447)	('>5k', 0.9137948489162018)	('>10k+', 1.864414214986486)
YAF2_L001_R2_001	(1.0, 52.957611270630856)	(2.0, 13.185050925228946)	(3.0, 5.428762286441563)	(4.0, 3.1701279226972496)	(5.0, 2.0251629632930075)	(6.0, 1.4587317778565156)	(7.0, 1.1424824192065963)	(8.0, 0.8428170410151336)	(9.0, 0.7390915726757221)	('>10', 7.107677240137073)	('>50', 1.7875143187439193)	('>100', 3.506855814793555)	('>500', 1.2879001687939362)	('>1k', 2.7316964333015625)	('>5k', 0.8583731864207179)	('>10k+', 1.770144658763595)
YAF2_R1	(1.0, 50.63622821701309)	(2.0, 13.796429630348959)	(3.0, 5.812297321409755)	(4.0, 3.2874227153480566)	(5.0, 2.1559101922474)	(6.0, 1.5532849385993832)	(7.0, 1.1774539999004427)	(8.0, 0.9447828126892356)	(9.0, 0.761908599943768)	('>10', 7.569463962463538)	('>50', 1.8913158977760531)	('>100', 3.5004718620402935)	('>500', 1.405442715298193)	('>1k', 2.7718494558251794)	('>5k', 0.9193166364469492)	('>10k+', 1.8164210426494287)
YAF2_R2	(1.0, 52.23355180416163)	(2.0, 13.431072419722739)	(3.0, 5.512297976144462)	(4.0, 3.229905384019723)	(5.0, 2.0409403648050737)	(6.0, 1.4865134888792815)	(7.0, 1.1573972062778415)	(8.0, 0.8523894253408142)	(9.0, 0.7677503886838445)	('>10', 7.2051165982794405)	('>50', 1.8249156505437965)	('>100', 3.563750514830795)	('>500', 1.2713137966180594)	('>1k', 2.7692518257748615)	('>5k', 0.8923636314424767)	('>10k+', 1.761469524475048)
YAF3_L001_R1_001	(1.0, 47.068313283791085)	(2.0, 13.392647922493442)	(3.0, 5.294529663628687)	(4.0, 2.8388844005906235)	(5.0, 1.7368656389106987)	(6.0, 1.2581732367031435)	(7.0, 0.9419248811384333)	(8.0, 0.7835830654540231)	(9.0, 0.5706104496847327)	('>10', 6.160326953884261)	('>50', 1.6467699495587247)	('>100', 3.981410072351284)	('>500', 2.36218021638945)	('>1k', 6.294620771424227)	('>5k', 2.1183513839864254)	('>10k+', 3.550808110010622)
YAF3_L001_R2_001	(1.0, 47.666348419197995)	(2.0, 13.261993338031933)	(3.0, 5.132992207701684)	(4.0, 2.66743549045748)	(5.0, 1.759657567655207)	(6.0, 1.2525902889561848)	(7.0, 0.911557409997501)	(8.0, 0.767845594460705)	(9.0, 0.6202235448378308)	('>10', 6.109268675920002)	('>50', 1.6765041564985366)	('>100', 3.9453691952551426)	('>500', 2.3426031516952524)	('>1k', 6.3140211094391425)	('>5k', 2.1160063839722936)	('>10k+', 3.4555834659232163)
YAF3_R1	(1.0, 47.07637316151678)	(2.0, 13.444769279289236)	(3.0, 5.297493805209317)	(4.0, 2.821456956184568)	(5.0, 1.738808083974941)	(6.0, 1.2746589831495465)	(7.0, 0.9425612906454085)	(8.0, 0.7823887194264257)	(9.0, 0.571903396258852)	('>10', 6.163447739388097)	('>50', 1.6638399166802986)	('>100', 4.035175695440479)	('>500', 2.340192130794528)	('>1k', 6.25523383745818)	('>5k', 2.1176409832561074)	('>10k+', 3.474056021327432)
YAF3_R2	(1.0, 47.29403584417488)	(2.0, 13.403245876186542)	(3.0, 5.202740010254941)	(4.0, 2.6945460517090223)	(5.0, 1.7633491394496672)	(6.0, 1.2541578278030103)	(7.0, 0.9317460461854995)	(8.0, 0.7698742097148293)	(9.0, 0.6110255724771793)	('>10', 6.146236268242887)	('>50', 1.692939226951052)	('>100', 3.996182315772645)	('>500', 2.3635350538533566)	('>1k', 6.354325881446736)	('>5k', 2.0531923617940517)	('>10k+', 3.4688683139839442)
