,C1,C2,C3,GFP1,GFP2,GFP3,YAF1,YAF2,YAF3
ENSG00000260458.3,0,0,0,0,2,0,94,104,35
ENSG00000283566.2,0,0,0,0,0,0,0,2,2
ENSG00000265233.1,0,0,0,0,0,0,0,0,0
ENSG00000265019.1,0,4,2,12,0,2,4,2,2
ENSG00000290919.1,42,34,8,22,13,8,34,36,10
ENSG00000263563.8,0,0,0,0,0,0,0,0,0
ENSG00000263725.1,0,0,0,0,0,0,0,0,0
ENSG00000263609.2,2,3,0,0,0,1,0,0,0
ENSG00000264956.2,12,14,6,5,4,6,28,17,2
ENSG00000266691.1,9,4,4,0,0,2,1,3,2
ENSG00000178130.9,0,1,0,0,0,0,0,0,2
ENSG00000266806.1,0,0,0,0,0,0,0,0,0
ENSG00000276399.1,4,0,2,2,10,0,12,10,6
ENSG00000261020.1,0,0,0,0,0,0,4,0,2
ENSG00000266885.2,0,0,0,0,2,0,0,2,2
ENSG00000283879.1,0,0,0,0,0,0,0,2,0
ENSG00000266529.1,0,0,0,0,0,0,0,0,0
ENSG00000243655.2,0,0,0,0,0,0,0,0,0
ENSG00000264168.2,0,0,0,0,0,0,0,0,0
ENSG00000263914.1,0,0,0,0,0,0,0,0,0
ENSG00000240103.2,0,0,0,0,0,0,0,0,0
ENSG00000241225.2,0,0,0,0,0,0,0,0,0
ENSG00000263483.1,0,0,0,0,0,0,0,1,0
ENSG00000264316.1,0,0,0,0,0,0,0,0,0
ENSG00000284300.1,0,0,0,0,0,0,0,0,0
ENSG00000284328.1,0,0,0,0,0,0,0,0,0
ENSG00000284263.1,0,0,0,0,0,0,0,0,0
ENSG00000275480.1,0,0,0,0,0,0,0,2,0
ENSG00000264930.1,0,0,0,0,0,0,0,0,0
ENSG00000264970.2,0,0,0,0,0,0,0,0,0
ENSG00000264262.1,0,0,0,0,0,0,0,0,0
ENSG00000264431.1,0,0,2,0,0,0,2,0,0
ENSG00000263433.1,0,0,0,0,0,0,2,0,0
ENSG00000264734.1,0,0,0,0,0,0,0,1,0
ENSG00000264172.1,0,0,0,0,0,0,0,0,0
ENSG00000266736.1,0,0,0,0,0,0,0,0,0
ENSG00000264837.1,0,0,0,0,0,0,0,0,0
ENSG00000265646.2,0,0,0,0,0,0,2,6,0
ENSG00000285822.1,0,0,2,2,2,2,3,2,3
ENSG00000265246.1,0,0,0,0,0,0,0,0,0
ENSG00000239223.3,2,0,0,1,0,0,0,0,0
ENSG00000213664.4,0,0,0,0,0,0,0,0,0
ENSG00000265453.1,0,0,0,0,0,0,0,0,0
ENSG00000263583.1,1,2,0,1,2,0,1,3,3
ENSG00000109046.15,13468,9557,7552,7046,5010,5984,8887,8855,5158
ENSG00000266313.2,76,57,30,45,49,38,51,25,13
ENSG00000265683.1,46,28,33,41,35,20,31,21,9
ENSG00000266356.1,0,0,0,0,0,2,0,1,0
ENSG00000290422.1,0,0,0,0,1,0,0,0,0
ENSG00000266433.7,0,0,0,1,0,0,0,0,0
ENSG00000141068.15,1732,1356,936,1302,1463,988,4798,5014,2326
ENSG00000265801.1,50,25,30,40,27,28,118,131,48
ENSG00000263368.1,42,19,40,12,36,17,106,105,21
ENSG00000266853.1,32,12,13,8,22,5,48,57,15
ENSG00000266728.5,0,0,0,0,1,0,0,0,0
ENSG00000266872.1,0,0,0,0,0,0,0,0,0
ENSG00000168961.17,97,63,56,62,364,47,260,325,127
ENSG00000265788.3,0,0,1,0,0,0,2,3,1
ENSG00000290973.1,0,0,0,0,0,0,0,0,0
ENSG00000265041.1,0,0,0,0,0,0,0,0,0
ENSG00000266771.1,0,0,0,0,0,0,0,0,0
ENSG00000264240.1,0,0,0,0,0,0,0,0,0
ENSG00000264689.1,0,0,0,0,0,0,0,0,0
ENSG00000263604.1,0,0,0,0,0,0,0,0,0
ENSG00000265833.1,0,0,0,0,0,0,0,0,0
ENSG00000266416.1,0,0,0,0,0,0,0,0,0
ENSG00000266786.1,0,0,0,0,5,0,3,0,0
ENSG00000007171.19,23,24,21,19,20,8,69,96,43
ENSG00000266202.1,0,0,0,0,0,0,0,0,0
ENSG00000266527.1,14,4,4,2,1,1,14,6,8
ENSG00000232859.10,91,76,57,47,26,32,112,80,27
ENSG00000260019.2,0,0,0,0,0,0,0,0,0
ENSG00000286589.1,0,0,0,0,0,0,0,0,0
ENSG00000251818.1,0,0,0,0,0,0,0,0,0
ENSG00000266190.1,0,0,0,0,0,0,0,0,0
ENSG00000202389.1,0,0,0,0,0,0,0,0,0
ENSG00000087095.13,3673,2603,1867,2225,2944,1840,2923,2845,1100
ENSG00000252283.1,9,11,11,9,14,1,21,19,19
ENSG00000240873.1,39,16,27,26,22,27,35,27,23
ENSG00000288923.1,147,138,82,117,155,69,146,201,100
ENSG00000287721.1,88,63,64,57,91,50,145,106,44
ENSG00000267644.1,17,7,10,15,12,6,7,26,8
ENSG00000290671.1,7,28,11,21,31,13,45,60,21
ENSG00000237575.5,0,0,0,0,0,0,0,0,0
ENSG00000267259.1,8,3,12,0,6,4,6,11,4
ENSG00000266830.1,2,0,0,0,0,0,6,1,0
ENSG00000265060.3,0,0,0,0,0,0,0,0,0
ENSG00000290672.1,0,1,0,0,0,0,0,0,0
ENSG00000263788.1,0,0,0,0,0,0,0,0,0
ENSG00000264486.1,0,0,0,0,0,2,0,1,0
ENSG00000260777.2,0,0,0,2,0,1,10,2,6
ENSG00000266306.2,0,0,4,11,0,5,6,8,2
ENSG00000264029.1,0,0,0,0,0,0,0,2,0
ENSG00000265480.6,0,0,0,2,2,2,2,0,2
ENSG00000109084.14,2815,2132,1416,1764,3111,1329,3661,3147,1090
ENSG00000109083.14,1099,824,564,724,544,543,912,744,462
ENSG00000109079.10,4070,3153,2291,2361,2326,1749,4145,3988,1613
ENSG00000004142.12,9512,7919,5256,6378,8375,4773,10800,10137,5340
ENSG00000244045.13,450,361,281,339,399,270,560,595,235
ENSG00000258924.4,0,0,0,0,0,0,0,0,0
ENSG00000284532.1,0,1,0,0,1,4,1,0,0
ENSG00000265618.1,0,0,0,0,0,0,0,0,0
ENSG00000274529.6,42,34,18,26,44,15,59,68,18
ENSG00000273171.1,0,0,0,0,0,0,0,0,0
ENSG00000004139.14,1769,1557,1125,1122,1057,862,1414,1395,823
ENSG00000109072.14,53,82,37,36,62,26,85,101,44
ENSG00000277450.1,60,42,32,34,40,14,48,55,13
ENSG00000279532.1,102,60,49,66,44,32,57,108,23
ENSG00000076351.13,601,427,290,312,400,250,627,631,260
ENSG00000265254.1,10,2,3,2,16,1,16,6,0
ENSG00000265541.1,0,0,0,0,0,0,0,4,0
ENSG00000263870.1,0,0,0,0,0,0,0,0,0
ENSG00000167524.17,883,657,537,557,353,402,1089,1074,554
ENSG00000263266.2,116,118,84,82,82,55,151,142,117
ENSG00000007216.16,0,0,0,0,0,0,11,16,4
ENSG00000109101.8,0,2,0,0,0,0,263,301,58
ENSG00000109103.12,2213,1828,1268,1550,1620,1201,2564,2477,1011
ENSG00000087111.22,7101,5792,4119,4025,3687,2881,6103,6139,2577
ENSG00000109107.14,67,51,32,29,38,31,152,180,72
ENSG00000265168.1,0,0,0,1,0,0,0,0,0
ENSG00000076382.17,5355,4757,2951,4275,5597,3198,6788,7200,3076
ENSG00000258472.10,7,4,4,2,4,1,13,10,1
ENSG00000227543.5,315,233,195,164,179,160,367,423,205
ENSG00000265287.2,0,0,0,0,0,0,0,0,0
ENSG00000007202.15,28800,22354,15369,16028,15131,11882,25433,26418,10270
ENSG00000264044.1,78,37,39,35,15,26,39,42,19
ENSG00000132581.10,1893,1664,1093,1158,1204,874,1635,1537,1294
ENSG00000240494.2,43,48,19,33,31,33,55,49,6
ENSG00000109111.15,15039,11580,8123,10522,10174,7565,14598,15889,6017
ENSG00000265205.1,269,164,174,115,99,113,164,249,185
ENSG00000167525.15,192,130,114,128,68,97,196,235,81
ENSG00000109113.20,5174,4577,3052,3603,5012,2578,6402,6475,4802
ENSG00000198242.14,4581,3833,2350,2887,2996,1764,5645,5424,2273
ENSG00000238423.1,1,0,0,1,0,0,1,1,0
ENSG00000264577.1,401,353,226,263,321,201,513,544,407
ENSG00000238578.1,0,0,0,0,0,0,0,0,0
ENSG00000238649.1,26,20,7,6,12,13,26,23,11
ENSG00000238597.1,22,19,19,19,17,7,20,24,2
ENSG00000160606.11,295,196,196,172,252,142,333,333,166
ENSG00000160602.14,348,256,158,191,158,127,425,448,171
ENSG00000267729.1,0,2,3,0,3,3,11,20,12
ENSG00000265073.1,2,1,1,1,6,1,2,1,1
ENSG00000076604.16,1776,1755,1033,1461,2011,1059,2805,2737,1893
ENSG00000265474.1,120,116,90,86,127,68,268,293,117
ENSG00000265840.1,0,0,0,0,0,0,0,0,0
ENSG00000173065.14,3279,2159,1534,1779,1794,1365,2080,2278,643
ENSG00000243053.2,98,68,63,53,37,47,60,82,43
ENSG00000238516.1,30,18,27,16,17,25,27,43,15
ENSG00000264138.1,0,4,0,2,0,0,3,3,0
ENSG00000132591.12,2332,1926,1171,1648,2441,1286,2197,2089,925
ENSG00000264066.7,8,0,2,3,4,1,3,11,1
ENSG00000284565.1,0,0,0,0,0,0,0,0,0
ENSG00000283364.1,0,0,0,0,0,0,0,0,0
ENSG00000283819.1,0,0,0,0,0,0,0,0,0
ENSG00000284085.1,0,0,0,0,0,0,0,0,0
ENSG00000132589.16,7544,6650,4355,4751,5131,3475,9210,9058,5276
ENSG00000264304.1,122,99,50,82,79,55,156,185,106
ENSG00000266642.2,16,7,10,1,4,3,15,13,8
ENSG00000167536.14,212,193,170,175,149,127,523,521,289
ENSG00000109118.14,5391,4215,2834,3625,3664,2731,5548,5979,2067
ENSG00000265845.2,285,170,175,143,114,109,277,297,89
ENSG00000265908.1,156,110,98,67,77,53,172,145,67
ENSG00000179761.12,9279,6275,5053,4591,5540,3665,2652,2649,852
ENSG00000063015.21,193,138,106,107,122,93,286,409,141
ENSG00000263613.1,6,0,0,4,8,4,2,6,0
ENSG00000238007.1,1,1,0,2,0,0,8,4,0
ENSG00000263781.3,0,2,0,0,4,0,3,3,0
ENSG00000196535.20,13345,10728,7876,8907,7836,6473,17106,18712,8244
ENSG00000263709.1,44,37,44,15,19,35,100,103,75
ENSG00000264050.1,0,2,2,2,0,1,7,1,2
ENSG00000178082.6,41,43,32,44,36,21,41,35,33
ENSG00000108255.8,68,72,63,45,51,51,89,64,43
ENSG00000108256.9,28230,18538,14569,15820,14552,12788,19237,17863,8344
ENSG00000264808.2,46,16,22,43,47,46,84,69,10
ENSG00000239256.1,2,0,0,0,4,0,4,10,0
ENSG00000266111.2,131,84,67,89,57,63,71,116,36
ENSG00000222363.1,0,0,0,0,0,0,0,0,0
ENSG00000160551.12,30171,20401,15766,18141,16069,13566,17842,15438,6041
ENSG00000284162.1,0,0,0,0,0,0,0,0,0
ENSG00000253064.1,50,24,27,16,25,27,26,42,19
ENSG00000202205.1,30,16,14,21,19,31,15,30,9
ENSG00000168792.5,1177,1052,774,734,737,550,1447,1454,960
ENSG00000264031.1,4,5,3,7,6,5,0,7,9
ENSG00000167543.16,2238,2231,1360,1447,1540,1128,1984,1840,1351
ENSG00000290082.1,381,399,228,242,190,205,429,497,269
ENSG00000264290.1,65,33,38,44,27,23,50,79,42
ENSG00000108262.16,5575,5315,3306,3638,4495,2634,5600,5771,2657
ENSG00000198720.13,1593,1380,957,1060,1136,727,1765,1882,821
ENSG00000264647.1,11,8,4,3,6,5,9,13,0
ENSG00000167549.19,180,136,87,154,110,110,514,511,350
ENSG00000264007.1,10,16,11,5,13,6,39,55,10
ENSG00000141298.19,9172,6476,5032,5746,5841,4226,6079,6272,2381
ENSG00000263370.1,74,62,36,46,37,40,57,70,8
ENSG00000222858.1,31,11,9,12,23,9,28,12,7
ENSG00000265625.1,148,111,66,72,84,66,91,111,15
ENSG00000240531.1,134,69,84,54,74,71,65,113,30
ENSG00000263657.1,302,284,206,184,171,197,257,301,218
ENSG00000265713.1,282,169,196,148,174,151,210,222,165
ENSG00000252657.1,70,29,37,31,28,42,53,60,12
ENSG00000240074.1,126,113,82,68,109,61,80,103,17
ENSG00000263477.1,180,170,138,123,129,101,160,178,113
ENSG00000239129.1,52,29,27,30,44,27,59,38,14
ENSG00000176927.16,42,27,31,42,45,26,48,47,5
ENSG00000264435.1,0,0,2,2,0,1,0,2,3
ENSG00000207011.1,0,0,0,0,0,0,0,0,0
ENSG00000267482.1,0,0,0,0,0,0,0,0,0
ENSG00000265289.1,1,6,0,0,0,2,0,2,0
ENSG00000266876.1,15,3,5,16,5,2,16,8,2
ENSG00000265394.1,69,40,34,35,45,32,45,57,73
ENSG00000126653.18,2788,1837,1454,1743,1340,1295,2439,2687,1205
ENSG00000266919.3,0,0,0,0,0,0,0,0,0
ENSG00000283935.1,0,0,0,0,0,0,0,0,0
ENSG00000284399.1,0,0,0,0,0,0,0,0,0
ENSG00000265739.1,319,217,177,162,195,148,219,262,155
ENSG00000266987.1,214,139,98,123,105,101,202,151,100
ENSG00000108576.10,117,73,62,52,62,43,92,112,60
ENSG00000264125.1,8,0,1,4,5,4,5,2,8
ENSG00000266120.1,14,16,15,9,5,9,16,14,6
ENSG00000252112.1,5,0,7,2,9,5,2,10,5
ENSG00000108578.15,4598,3319,2468,2735,3053,2120,3503,3619,2187
ENSG00000222679.1,12,9,7,10,11,3,14,14,4
ENSG00000182271.13,0,0,2,0,4,0,0,2,2
ENSG00000207132.1,0,1,0,0,0,0,0,0,0
ENSG00000201255.1,0,0,0,0,0,0,0,0,1
ENSG00000108582.12,26479,18509,13644,14017,12805,10282,21020,18152,10943
ENSG00000108587.16,7118,5278,3663,4475,4612,3523,5846,5534,2676
ENSG00000264958.2,48,34,15,24,35,18,52,62,20
ENSG00000263860.1,4,1,4,5,2,0,3,6,3
ENSG00000279431.1,14,5,3,1,10,7,42,44,16
ENSG00000266733.8,10,4,5,9,10,6,94,92,34
ENSG00000290404.1,16,7,8,9,4,4,75,129,46
ENSG00000266775.1,0,0,0,0,0,0,0,0,0
ENSG00000259928.1,2,4,0,0,2,0,27,25,7
ENSG00000231870.4,0,0,2,0,0,2,9,13,10
ENSG00000231421.8,0,0,0,0,0,2,10,0,2
ENSG00000214719.13,137,77,76,77,86,97,84,104,51
ENSG00000290395.1,136,148,80,142,175,108,128,117,135
ENSG00000248121.9,0,0,0,0,0,0,0,0,0
ENSG00000273609.1,2,0,0,2,0,0,0,0,0
ENSG00000264943.1,260,208,134,146,154,155,161,219,82
ENSG00000250462.9,2,0,1,3,1,1,1,3,2
ENSG00000290450.1,1539,1036,733,870,997,659,699,720,278
ENSG00000241631.3,7,6,3,6,3,2,9,6,15
ENSG00000290928.1,1147,1016,848,706,673,656,1210,1287,1030
ENSG00000279337.1,22,25,17,11,20,15,36,30,44
ENSG00000265443.1,209,145,134,125,69,83,225,261,194
ENSG00000263603.1,210,159,151,89,116,116,269,343,122
ENSG00000264538.8,119,131,73,59,74,54,126,100,121
ENSG00000280069.1,808,601,549,478,460,439,697,742,504
ENSG00000176390.12,2796,1900,1487,1650,1698,1268,2225,2121,1340
ENSG00000265791.1,236,152,131,125,107,90,197,238,140
ENSG00000266490.1,139,84,56,68,47,62,130,172,28
ENSG00000276250.1,48,27,17,28,26,26,40,43,10
ENSG00000242439.1,2,3,6,0,2,0,9,6,1
ENSG00000176208.9,4100,2783,2298,2556,2913,2310,3955,3620,1774
ENSG00000265334.1,42,21,38,28,47,29,50,44,75
ENSG00000212190.1,20,19,13,10,27,15,28,24,11
ENSG00000263531.1,104,100,75,53,54,58,113,128,47
ENSG00000172171.11,451,320,279,279,321,242,434,394,200
ENSG00000275185.1,0,0,0,0,0,0,0,0,0
ENSG00000184060.11,35,22,31,48,38,23,181,202,88
ENSG00000230113.1,0,0,1,0,2,0,13,14,3
ENSG00000266274.2,0,0,1,0,0,1,11,10,1
ENSG00000265743.1,1,0,0,3,2,0,9,10,4
ENSG00000286194.1,7,3,5,2,11,0,5,10,2
ENSG00000181481.14,729,618,398,446,500,408,448,518,287
ENSG00000264456.1,128,90,79,86,67,68,102,94,48
ENSG00000264743.2,25,22,24,20,29,29,18,39,5
ENSG00000266340.1,52,33,46,24,17,14,35,34,15
ENSG00000264148.1,17,17,4,6,10,9,7,20,1
ENSG00000291063.1,581,431,342,309,312,371,354,380,185
ENSG00000266865.9,30,19,18,28,16,8,16,18,11
ENSG00000265798.7,44,47,26,45,34,43,49,50,34
ENSG00000290858.1,24,11,7,9,13,8,18,18,4
ENSG00000264107.1,15,10,11,11,15,12,27,20,19
ENSG00000265444.1,1,0,0,0,0,0,2,1,0
ENSG00000196712.20,8424,5647,4728,6011,5945,5187,9540,9665,3934
ENSG00000266371.1,356,243,217,230,246,241,478,546,225
ENSG00000126861.5,387,248,211,203,164,188,375,495,307
ENSG00000185862.7,367,256,184,205,261,201,376,366,207
ENSG00000265118.5,0,0,0,0,0,0,0,0,0
ENSG00000126860.12,391,246,208,248,250,241,432,394,233
ENSG00000263535.2,37,34,28,44,36,33,54,71,35
ENSG00000131242.18,1634,1266,862,698,511,564,1868,1989,892
ENSG00000239595.3,2,0,0,0,0,2,2,0,0
ENSG00000264862.2,9,11,0,2,3,3,19,9,0
ENSG00000278977.1,0,0,0,0,0,0,0,0,0
ENSG00000284424.1,0,0,0,0,0,0,0,0,0
ENSG00000207614.1,0,2,0,2,0,0,3,9,7
ENSG00000278546.1,21,7,9,10,10,11,124,93,83
ENSG00000221038.1,3,5,2,7,4,2,69,65,12
ENSG00000228768.3,8,5,5,0,0,4,111,158,57
ENSG00000265976.1,2,0,0,1,0,0,13,10,14
ENSG00000283978.1,0,0,0,0,0,0,0,0,1
ENSG00000266877.1,1,3,2,2,3,1,100,114,48
ENSG00000266448.1,0,0,0,0,0,0,0,1,0
ENSG00000202026.1,0,0,0,0,0,0,0,0,0
ENSG00000265863.1,0,0,0,0,0,2,2,0,0
ENSG00000263567.1,16,14,5,15,21,11,111,104,15
ENSG00000265046.1,0,0,0,0,2,0,11,12,0
ENSG00000172301.11,2346,2012,1285,1823,2649,1524,3736,3920,2368
ENSG00000108651.10,3652,2711,1981,2750,3099,2204,4170,4146,2338
ENSG00000263990.1,132,112,79,76,79,55,150,154,109
ENSG00000178691.11,10065,6880,5185,6835,7642,5573,8220,6657,2919
ENSG00000253058.1,34,33,26,32,22,20,42,55,17
ENSG00000264300.1,14,17,3,2,12,9,14,12,4
ENSG00000185158.13,1449,1242,1035,1604,1900,1158,1421,1429,621
ENSG00000264497.1,8,12,9,7,7,3,5,5,6
ENSG00000266777.1,528,445,334,326,309,247,351,492,174
ENSG00000278867.1,201,122,137,127,137,95,174,139,79
ENSG00000264164.1,0,0,4,0,4,1,0,4,1
ENSG00000290974.1,0,0,0,0,0,0,0,0,0
ENSG00000266379.7,0,0,0,0,0,0,0,0,0
ENSG00000263369.7,0,0,0,0,0,0,0,0,0
ENSG00000290975.1,0,0,0,0,0,0,0,0,0
ENSG00000265574.1,2,2,4,2,2,0,7,6,2
ENSG00000277511.2,34,14,20,25,50,36,55,37,20
ENSG00000214708.4,32,34,26,23,20,24,49,56,19
ENSG00000126858.19,3670,2650,1892,2447,2597,1899,3174,2831,1260
ENSG00000265293.2,117,118,92,87,95,73,156,213,61
ENSG00000280033.1,97,125,77,93,78,78,135,155,126
ENSG00000280020.1,70,50,53,42,81,33,64,87,72
ENSG00000266282.1,31,29,25,23,21,16,27,57,15
ENSG00000287506.1,2,3,0,4,2,2,7,3,0
ENSG00000141314.13,208,189,135,128,109,91,450,490,281
ENSG00000263674.1,11,4,2,8,0,2,17,28,7
ENSG00000265794.5,0,0,0,0,0,0,0,0,0
ENSG00000108666.10,1017,757,601,732,741,576,901,943,552
ENSG00000265139.1,0,0,0,0,0,0,0,0,0
ENSG00000263749.2,6,0,0,2,4,0,5,5,0
ENSG00000283774.1,0,0,0,0,0,0,0,0,0
ENSG00000010244.19,21115,14871,11961,13061,12756,10836,18833,17792,10251
ENSG00000274341.1,57,39,40,29,19,28,67,51,52
ENSG00000278668.1,96,52,54,47,41,39,85,85,28
ENSG00000266385.1,51,28,48,43,19,26,66,50,38
ENSG00000279762.3,336,266,200,245,221,178,333,355,127
ENSG00000264083.1,16,6,12,12,3,6,6,28,8
ENSG00000264373.1,5,1,2,2,1,2,2,3,0
ENSG00000108671.11,17920,13491,9522,10859,11644,8076,14477,13983,5356
ENSG00000202100.1,35,45,32,17,14,21,29,33,15
ENSG00000176749.9,713,561,400,475,634,445,797,743,314
ENSG00000176658.17,6115,4523,3700,2794,3359,1941,2201,2126,1131
ENSG00000266718.2,96,74,67,65,69,51,69,91,38
ENSG00000280245.1,31,21,21,11,34,13,24,22,7
ENSG00000265222.1,50,20,35,14,17,23,16,26,13
ENSG00000263717.1,18,11,7,21,12,6,12,16,2
ENSG00000279781.1,36,11,8,11,17,17,13,25,4
ENSG00000266599.1,13,14,21,9,16,9,8,13,0
ENSG00000265337.1,51,28,23,12,17,8,10,26,4
ENSG00000264458.1,33,13,28,20,13,14,10,7,10
ENSG00000201178.1,3,13,10,4,4,3,7,4,4
ENSG00000236377.2,2,6,8,3,5,0,6,5,2
ENSG00000290320.1,2,0,0,0,0,0,0,0,0
ENSG00000006042.12,1243,1022,661,725,950,521,676,604,314
ENSG00000141316.13,0,0,0,0,0,0,0,0,2
ENSG00000108684.15,1,0,0,0,0,0,6,0,0
ENSG00000264598.1,0,0,0,0,0,0,0,0,0
ENSG00000280349.1,0,0,0,0,0,0,0,0,0
ENSG00000266535.1,0,0,0,0,0,0,0,0,0
ENSG00000265544.1,0,0,0,0,0,0,0,0,0
ENSG00000265697.1,0,0,0,0,0,0,0,0,0
ENSG00000265125.5,0,0,0,0,0,0,0,0,0
ENSG00000265115.1,0,0,0,0,0,0,0,0,0
ENSG00000264643.1,0,0,0,0,0,0,0,0,0
ENSG00000265689.1,0,0,0,0,0,0,0,0,0
ENSG00000283381.1,0,0,0,0,0,0,0,0,0
ENSG00000283417.1,0,0,0,0,0,0,0,0,0
ENSG00000279668.4,0,2,0,0,2,0,0,5,4
ENSG00000265356.2,0,0,0,0,1,0,2,0,0
ENSG00000263435.1,0,0,0,0,0,0,0,3,0
ENSG00000279674.1,0,0,0,0,0,0,3,4,0
ENSG00000226049.3,144,102,104,116,112,42,108,132,76
ENSG00000263485.1,0,0,0,0,0,0,0,1,0
ENSG00000265775.1,0,0,0,0,0,0,0,1,0
ENSG00000252370.1,0,0,0,0,0,0,0,0,2
ENSG00000264791.1,0,0,0,0,0,0,0,0,1
ENSG00000263571.3,0,0,0,0,0,0,8,1,0
ENSG00000261156.6,0,1,0,0,0,2,18,17,4
ENSG00000264990.1,0,0,0,0,0,0,1,4,2
ENSG00000108691.10,2102,1510,829,1592,3506,1204,2131,1863,609
ENSG00000108688.11,2,0,0,0,0,3,6,12,4
ENSG00000172156.4,0,0,0,0,0,0,0,0,0
ENSG00000108700.5,0,0,0,0,0,0,4,2,0
ENSG00000265614.1,0,0,0,0,0,0,0,0,0
ENSG00000181374.8,0,0,0,0,0,0,0,0,0
ENSG00000108702.4,0,0,0,0,0,0,7,5,2
ENSG00000225582.2,0,0,0,0,0,0,0,0,0
ENSG00000197322.4,0,0,0,0,0,0,4,0,0
ENSG00000181291.8,2,1,4,0,0,0,8,4,0
ENSG00000278860.1,0,0,0,0,0,0,4,0,0
ENSG00000264174.1,0,0,1,0,0,0,0,5,0
ENSG00000264622.1,4,1,4,0,2,2,0,0,4
ENSG00000132141.14,187,158,114,107,72,96,198,180,114
ENSG00000285559.1,2,4,8,7,0,0,13,14,6
ENSG00000198783.6,1014,685,564,682,644,498,1033,863,482
ENSG00000005156.12,5809,4240,3139,3345,3433,2598,4468,4392,1928
ENSG00000092871.17,2454,1734,1322,1496,1701,1148,2764,2715,1174
ENSG00000267618.5,2,1,1,0,4,0,7,7,4
ENSG00000273687.1,60,30,39,12,28,19,65,65,38
ENSG00000267457.1,117,86,69,78,66,66,137,144,205
ENSG00000243423.1,40,28,20,26,38,19,53,66,13
ENSG00000185379.21,2941,2296,1776,1819,1909,1434,3209,3474,1542
ENSG00000253084.3,0,0,0,0,0,0,0,0,0
ENSG00000252328.1,0,0,0,0,0,0,0,0,0
ENSG00000073598.6,14,5,0,8,8,7,29,35,2
ENSG00000073536.18,1222,1249,813,1102,1552,928,1915,1880,1142
ENSG00000141161.12,1,3,0,1,2,2,4,4,0
ENSG00000267782.1,0,0,0,0,0,0,0,0,0
ENSG00000266981.1,0,0,0,0,0,0,0,0,0
ENSG00000267744.1,0,0,0,0,0,0,0,0,0
ENSG00000164729.8,4,6,4,4,2,0,14,8,0
ENSG00000266947.3,42,44,41,29,54,38,60,53,38
ENSG00000289211.1,0,0,0,0,0,0,0,0,0
ENSG00000166750.10,9426,6450,5085,6408,3753,4500,6257,6640,2219
ENSG00000267364.4,0,2,0,0,0,2,0,0,0
ENSG00000267271.1,2,2,2,0,2,0,0,0,2
ENSG00000172716.17,6076,4380,3382,3670,3952,2806,4465,4222,2038
ENSG00000267315.1,10,4,0,3,4,1,4,0,2
ENSG00000267711.1,43,21,20,32,32,17,19,18,2
ENSG00000267547.1,106,80,53,80,95,57,51,39,9
ENSG00000267745.1,112,108,71,91,107,74,53,52,11
ENSG00000267648.1,48,55,32,33,55,35,14,22,9
ENSG00000267102.1,195,172,107,167,306,178,93,106,30
ENSG00000172123.13,2130,1579,1165,1668,2403,1333,1055,1076,598
ENSG00000154760.14,285,148,144,137,157,116,94,93,78
ENSG00000267312.1,0,4,2,2,2,4,8,0,0
ENSG00000205045.12,5,7,5,11,8,3,16,6,10
ENSG00000267554.1,0,0,0,0,0,0,0,0,0
ENSG00000267349.1,0,0,0,0,2,0,1,0,0
ENSG00000267046.1,0,2,0,0,0,0,2,7,0
ENSG00000267369.1,0,2,0,2,6,0,2,0,0
ENSG00000267074.1,0,0,0,0,2,0,0,0,0
ENSG00000255987.1,0,0,0,0,0,0,0,0,0
ENSG00000286030.2,0,0,0,0,0,0,0,0,0
ENSG00000267035.1,0,0,0,0,0,0,0,0,0
ENSG00000236320.4,56,24,23,16,16,21,5,7,4
ENSG00000267359.1,0,0,1,0,0,0,0,0,0
ENSG00000267625.1,0,0,0,0,2,0,0,0,0
ENSG00000242660.1,34,32,8,16,16,4,40,21,18
ENSG00000267321.4,422,312,225,338,315,239,387,369,267
ENSG00000207297.1,0,1,0,0,0,0,0,0,0
ENSG00000108733.11,993,817,566,650,709,534,648,720,386
ENSG00000006125.18,45032,33599,23935,23024,24068,17397,33981,33744,15502
ENSG00000267592.1,33,72,33,52,61,35,74,80,56
ENSG00000270885.2,20,30,13,16,37,31,326,344,147
ENSG00000270765.7,0,0,0,0,8,0,195,189,68
ENSG00000271447.6,2,5,0,4,6,2,50,56,46
ENSG00000271392.1,0,0,0,0,0,0,4,0,2
ENSG00000270806.2,0,0,2,0,0,2,6,3,0
ENSG00000270829.1,2,2,0,0,0,2,6,0,0
ENSG00000270647.7,10318,8144,5421,6577,5444,4370,10480,12007,4057
ENSG00000270871.1,615,500,371,403,295,289,626,671,464
ENSG00000270894.1,125,73,59,62,74,58,105,141,84
ENSG00000270379.6,152,136,91,61,52,93,139,143,52
ENSG00000271268.1,26,22,5,10,8,7,14,26,2
ENSG00000270240.2,27,7,16,20,13,25,19,22,6
ENSG00000271503.6,30,30,27,41,138,13,216,193,63
ENSG00000271394.1,4,4,1,1,4,1,4,4,1
ENSG00000270977.2,20,31,19,46,24,13,95,88,33
ENSG00000271013.1,33,14,21,23,48,19,125,116,51
ENSG00000278023.7,78,50,53,53,58,31,167,118,52
ENSG00000275722.5,2,0,0,1,0,0,5,9,2
ENSG00000291030.1,0,0,0,0,0,0,0,0,0
ENSG00000273736.2,0,0,0,0,0,0,0,0,0
